file,mylabel
2025-11_hsbtParis_r5_NicolasPaoli_i46_b0.png,0
2025-05_hsbtMarseille_main-r2_MauduitEric_i178_b1.png,4
2025-11_hsbtParis_r1_PhilippeLevasseur_i31_b0.png,0
2025-11_hsbtParis_r4_NicolasJully_i228_b0.png,0
2025-05_hsbtMarseille_main-r2_MauduitEric_i8_b1.png,0
2026-05_hsbtMarseille_main-r4_MichelHileyan_i79_b0.png,0
2025-11_hsbtParis_r2_StephaneCheneviere_i211_b1.png,0
2025-11_hsbtParis_r1_PhilippeLevasseur_i122_b0.png,0
2025-11_hsbtParis_r4_NicolasJully_i239_b0.png,0
2025-11_hsbtParis_r3_MarieAnneJeannel_i89_b0.png,3
2026-05_hsbtMarseille_main-r5_TristanRemille_i75_b0.png,6
2025-10_vbc_r1_JamesMcNaughtan_i145_b0.png,0
2026-05_hsbtMarseille_main-r5_TristanRemille_i60_b0.png,2
2025-11_hsbtParis_r5_NicolasPaoli_i56_b0.png,0
2025-05_hsbtMarseille_or-r3_GalleGuillaume_i142_b0.png,3
2025-05_hsbtMarseille_or-r2_BaudryThierry_i157_b0.png,0
2025-11_hsbtParis_r3_FredericPicot_i96_b1.png,0
2026-05_hsbtMarseille_main-r5_TristanRemille_i50_b0.png,3
2025-10_vbc_r1_JamesMcNaughtan_i199_b0.png,0
2026-05_hsbtMarseille_main-r5_TristanRemille_i37_b0.png,0
2025-05_hsbtMarseille_or-r2_BaudryThierry_i124_b0.png,6
2025-05_hsbtMarseille_or-r2_BaudryThierry_i26_b0.png,0
2025-11_hsbtParis_r3_FredericPicot_i9_b1.png,0
2026-05_hsbtMarseille_main-r5_TristanRemille_i10_b0.png,5
2026-05_hsbtMarseille_main-r4_MichelHileyan_i25_b0.png,5
hsbtMars2025-main-r1_i117_b0.png,6
2025-11_hsbtParis_r3_FredericPicot_i224_b0.png,0
2025-05_hsbtMarseille_main-r2_MauduitEric_i63_b0.png,0
2025-05_hsbtMarseille_main-r1_PavicevicNina_i159_b1.png,2
2025-11_hsbtParis_r3_FredericPicot_i115_b1.png,0
hsbtMars2025-main-r1_i47_b0.png,0
2025-10_cdfAngers_r1_EricBenichou_i17_b0.png,3
2025-11_hsbtParis_r2_StephaneCheneviere_i70_b0.png,0
2025-05_hsbtMarseille_or-r3_GalleGuillaume_i86_b0.png,0
2026-05_hsbtMarseille_main-r5_TristanRemille_i8_b0.png,3
2025-11_hsbtParis_r3_FredericPicot_i167_b0.png,6
hsbtMars2025-main-r1_i20_b1.png,0
2025-05_hsbtMarseille_or-r1_HanotinDenis_i30_b1.png,2
2025-05_hsbtMarseille_main-r1_PavicevicNina_i58_b1.png,4
2025-10_cdfAngers_r1_EricBenichou_i23_b0.png,0
2025-10_cdfAngers_r1_EricBenichou_i44_b0.png,0
2025-11_hsbtParis_r4_NicolasJully_i124_b0.png,0
2025-05_hsbtMarseille_or-r1_HanotinDenis_i126_b0.png,6
2026-05_hsbtMarseille_main-r4_MichelHileyan_i18_b0.png,0
2025-11_hsbtParis_r3_MarieAnneJeannel_i97_b1.png,6
2025-05_hsbtMarseille_or-r2_BaudryThierry_i58_b0.png,0
2025-11_hsbtParis_r1_PhilippeLevasseur_i217_b0.png,0
2026-05_hsbtMarseille_main-r4_MichelHileyan_i53_b0.png,3
2025-10_cdfAngers_r1_EricBenichou_i86_b0.png,0
2025-11_hsbtParis_r5_NicolasPaoli_i8_b0.png,5
2025-05_hsbtMarseille_or-r2_BaudryThierry_i33_b0.png,3
2025-05_hsbtMarseille_or-r1_HanotinDenis_i113_b1.png,5
2025-11_hsbtParis_r4_NicolasJully_i112_b0.png,5
2025-11_hsbtParis_r2_StephaneCheneviere_i74_b0.png,0
2025-10_cdfAngers_r1_EricBenichou_i86_b1.png,0
2025-11_hsbtParis_r1_PhilippeLevasseur_i67_b0.png,6
2025-11_hsbtParis_r3_MarieAnneJeannel_i30_b0.png,0
hsbtMars2025-main-r1_i145_b0.png,6
2025-10_cdfAngers_r1_EricBenichou_i96_b0.png,4
2025-11_hsbtParis_r4_NicolasJully_i58_b0.png,2
2025-11_hsbtParis_r4_NicolasJully_i264_b1.png,0
2025-05_hsbtMarseille_main-r1_PavicevicNina_i79_b1.png,0
2025-11_hsbtParis_r3_MarieAnneJeannel_i112_b0.png,4
2025-11_hsbtParis_r3_MarieAnneJeannel_i240_b0.png,0
2025-11_hsbtParis_r5_NicolasPaoli_i165_b0.png,0
2025-05_hsbtMarseille_or-r2_BaudryThierry_i82_b0.png,0
2025-11_hsbtParis_r1_PhilippeLevasseur_i41_b0.png,0
2025-11_hsbtParis_r1_PhilippeLevasseur_i25_b1.png,3
2025-11_hsbtParis_r4_NicolasJully_i16_b0.png,5
2025-11_hsbtParis_r3_MarieAnneJeannel_i279_b0.png,1
hsbtMars2025-main-r1_i198_b0.png,0
hsbtMars2025-main-r1_i23_b0.png,0
2025-05_hsbtMarseille_main-r2_MauduitEric_i23_b0.png,1
2025-05_hsbtMarseille_or-r1_HanotinDenis_i105_b0.png,0
2026-05_hsbtMarseille_main-r4_MichelHileyan_i68_b0.png,0
2025-05_hsbtMarseille_main-r2_MauduitEric_i8_b0.png,0
2026-05_hsbtMarseille_main-r4_MichelHileyan_i106_b0.png,0
2025-11_hsbtParis_r2_StephaneCheneviere_i227_b0.png,3
2025-05_hsbtMarseille_main-r1_PavicevicNina_i272_b0.png,1
hsbtMars2025-main-r1_i48_b1.png,0
2025-11_hsbtParis_r4_NicolasJully_i246_b0.png,0
2025-11_hsbtParis_r4_NicolasJully_i250_b0.png,1
2025-11_hsbtParis_r2_StephaneCheneviere_i40_b0.png,0
2025-05_hsbtMarseille_or-r1_HanotinDenis_i71_b0.png,0
2025-11_hsbtParis_r5_NicolasPaoli_i73_b1.png,2
2025-05_hsbtMarseille_or-r1_HanotinDenis_i17_b0.png,0
2025-10_vbc_r1_JamesMcNaughtan_i59_b0.png,0
2025-05_hsbtMarseille_or-r1_HanotinDenis_i100_b0.png,3
2025-05_hsbtMarseille_main-r1_PavicevicNina_i274_b0.png,5
2025-05_hsbtMarseille_main-r1_PavicevicNina_i235_b1.png,0
2025-10_vbc_r1_JamesMcNaughtan_i57_b0.png,0
2026-05_hsbtMarseille_main-r4_MichelHileyan_i31_b0.png,0
2025-11_hsbtParis_r3_MarieAnneJeannel_i167_b1.png,0
2025-11_hsbtParis_r2_StephaneCheneviere_i100_b1.png,0
2025-11_hsbtParis_r3_MarieAnneJeannel_i111_b0.png,4
2025-05_hsbtMarseille_or-r1_HanotinDenis_i30_b0.png,0
2025-11_hsbtParis_r5_NicolasPaoli_i111_b0.png,0
2025-11_hsbtParis_r5_NicolasPaoli_i95_b0.png,5
2025-05_hsbtMarseille_main-r1_PavicevicNina_i60_b0.png,1
2025-05_hsbtMarseille_or-r2_BaudryThierry_i48_b1.png,0
2025-11_hsbtParis_r3_FredericPicot_i236_b0.png,0
2025-11_hsbtParis_r4_NicolasJully_i246_b1.png,5
2025-11_hsbtParis_r5_NicolasPaoli_i80_b0.png,0
2025-11_hsbtParis_r4_NicolasJully_i95_b1.png,0
2026-05_hsbtMarseille_main-r5_TristanRemille_i65_b0.png,0
2025-11_hsbtParis_r2_StephaneCheneviere_i86_b1.png,3
2026-05_hsbtMarseille_main-r4_MichelHileyan_i58_b0.png,0
2025-11_hsbtParis_r2_StephaneCheneviere_i54_b0.png,5
2026-05_hsbtMarseille_main-r4_MichelHileyan_i109_b0.png,0
2025-05_hsbtMarseille_main-r1_PavicevicNina_i270_b0.png,0
2025-05_hsbtMarseille_or-r2_BaudryThierry_i41_b1.png,3
2025-11_hsbtParis_r3_FredericPicot_i97_b0.png,0
2025-10_vbc_r1_JamesMcNaughtan_i176_b1.png,0
2026-05_hsbtMarseille_main-r5_TristanRemille_i30_b0.png,3
2025-11_hsbtParis_r5_NicolasPaoli_i94_b0.png,2
2025-11_hsbtParis_r4_NicolasJully_i97_b0.png,0
2025-05_hsbtMarseille_or-r3_GalleGuillaume_i42_b0.png,0
2025-05_hsbtMarseille_main-r2_MauduitEric_i10_b0.png,0
hsbtMars2025-main-r1_i135_b1.png,0
2025-11_hsbtParis_r2_StephaneCheneviere_i71_b0.png,0
hsbtMars2025-main-r1_i184_b0.png,2
2025-10_vbc_r1_JamesMcNaughtan_i53_b0.png,0
2025-11_hsbtParis_r1_PhilippeLevasseur_i92_b0.png,0
2025-11_hsbtParis_r2_StephaneCheneviere_i120_b0.png,0
2025-11_hsbtParis_r1_PhilippeLevasseur_i14_b0.png,5
2025-11_hsbtParis_r3_MarieAnneJeannel_i149_b0.png,5
2025-05_hsbtMarseille_or-r3_GalleGuillaume_i106_b1.png,4
2025-05_hsbtMarseille_main-r2_MauduitEric_i177_b1.png,5
2025-11_hsbtParis_r3_MarieAnneJeannel_i62_b0.png,6
2025-05_hsbtMarseille_or-r1_HanotinDenis_i101_b0.png,1
2025-05_hsbtMarseille_main-r2_MauduitEric_i75_b1.png,0
2025-11_hsbtParis_r4_NicolasJully_i187_b0.png,0
2025-11_hsbtParis_r5_NicolasPaoli_i69_b0.png,0
hsbtMars2025-main-r1_i6_b0.png,0
2025-05_hsbtMarseille_main-r2_MauduitEric_i152_b1.png,3
2025-05_hsbtMarseille_or-r3_GalleGuillaume_i175_b0.png,0
hsbtMars2025-main-r1_i48_b0.png,0
2025-05_hsbtMarseille_or-r2_BaudryThierry_i23_b0.png,0
2025-11_hsbtParis_r1_PhilippeLevasseur_i70_b0.png,4
2026-05_hsbtMarseille_main-r5_TristanRemille_i5_b0.png,0
2025-11_hsbtParis_r3_MarieAnneJeannel_i314_b1.png,0
2025-11_hsbtParis_r1_PhilippeLevasseur_i74_b0.png,0
2025-05_hsbtMarseille_main-r1_PavicevicNina_i207_b0.png,2
2025-11_hsbtParis_r1_PhilippeLevasseur_i11_b0.png,0
2025-05_hsbtMarseille_or-r1_HanotinDenis_i24_b0.png,0
2025-10_vbc_r1_JamesMcNaughtan_i92_b0.png,0
2025-05_hsbtMarseille_or-r2_BaudryThierry_i25_b0.png,0
2025-10_vbc_r1_JamesMcNaughtan_i158_b0.png,6
2025-11_hsbtParis_r5_NicolasPaoli_i162_b0.png,4
hsbtMars2025-main-r1_i117_b1.png,4
2025-05_hsbtMarseille_or-r1_HanotinDenis_i25_b1.png,5
2026-05_hsbtMarseille_main-r4_MichelHileyan_i51_b1.png,0
2025-05_hsbtMarseille_main-r2_MauduitEric_i61_b0.png,5
2025-11_hsbtParis_r1_PhilippeLevasseur_i204_b0.png,0
2026-05_hsbtMarseille_main-r5_TristanRemille_i3_b0.png,2
2025-11_hsbtParis_r5_NicolasPaoli_i61_b0.png,0
2025-10_vbc_r1_JamesMcNaughtan_i107_b0.png,0
2025-11_hsbtParis_r3_MarieAnneJeannel_i188_b1.png,5
2025-11_hsbtParis_r3_MarieAnneJeannel_i40_b1.png,3
2026-05_hsbtMarseille_main-r5_TristanRemille_i17_b1.png,0
2025-11_hsbtParis_r1_PhilippeLevasseur_i25_b0.png,0
2025-05_hsbtMarseille_or-r3_GalleGuillaume_i73_b0.png,0
hsbtMars2025-main-r1_i21_b0.png,0
2025-05_hsbtMarseille_main-r2_MauduitEric_i147_b0.png,6
2025-10_cdfAngers_r1_EricBenichou_i102_b0.png,0
2025-11_hsbtParis_r4_NicolasJully_i60_b1.png,0
2025-05_hsbtMarseille_main-r1_PavicevicNina_i118_b1.png,6
2026-05_hsbtMarseille_main-r4_MichelHileyan_i60_b0.png,5
2025-11_hsbtParis_r5_NicolasPaoli_i144_b0.png,1
hsbtMars2025-main-r1_i42_b1.png,0
2025-05_hsbtMarseille_or-r3_GalleGuillaume_i38_b0.png,5
2025-10_vbc_r1_JamesMcNaughtan_i222_b0.png,5
2025-11_hsbtParis_r2_StephaneCheneviere_i25_b0.png,0
2026-05_hsbtMarseille_main-r4_MichelHileyan_i45_b0.png,0
2025-11_hsbtParis_r2_StephaneCheneviere_i211_b0.png,0
2025-10_cdfAngers_r1_EricBenichou_i54_b0.png,6
2025-05_hsbtMarseille_or-r2_BaudryThierry_i150_b0.png,6
2025-05_hsbtMarseille_main-r2_MauduitEric_i12_b0.png,4
2025-11_hsbtParis_r3_MarieAnneJeannel_i271_b0.png,0
2025-05_hsbtMarseille_or-r1_HanotinDenis_i106_b0.png,6
2025-11_hsbtParis_r1_PhilippeLevasseur_i71_b0.png,3
2025-11_hsbtParis_r4_NicolasJully_i223_b0.png,0
2025-11_hsbtParis_r3_MarieAnneJeannel_i14_b1.png,0
2025-10_cdfAngers_r1_EricBenichou_i66_b1.png,6
2025-05_hsbtMarseille_or-r2_BaudryThierry_i50_b1.png,0
2025-10_vbc_r1_JamesMcNaughtan_i230_b1.png,3
2025-11_hsbtParis_r4_NicolasJully_i25_b0.png,1
2025-11_hsbtParis_r2_StephaneCheneviere_i53_b0.png,6
2025-11_hsbtParis_r5_NicolasPaoli_i161_b0.png,0
2025-05_hsbtMarseille_or-r3_GalleGuillaume_i60_b0.png,2
2026-05_hsbtMarseille_main-r5_TristanRemille_i46_b0.png,0
2025-11_hsbtParis_r1_PhilippeLevasseur_i9_b0.png,0
hsbtMars2025-main-r1_i186_b0.png,6
2025-05_hsbtMarseille_or-r1_HanotinDenis_i111_b0.png,0
2025-11_hsbtParis_r2_StephaneCheneviere_i121_b0.png,0
2025-05_hsbtMarseille_main-r1_PavicevicNina_i144_b0.png,1
2025-10_vbc_r1_JamesMcNaughtan_i169_b1.png,4
2025-05_hsbtMarseille_main-r1_PavicevicNina_i252_b0.png,4
2025-05_hsbtMarseille_or-r1_HanotinDenis_i138_b0.png,2
2025-05_hsbtMarseille_or-r2_BaudryThierry_i124_b1.png,3
2026-05_hsbtMarseille_main-r4_MichelHileyan_i51_b0.png,0
2025-05_hsbtMarseille_or-r3_GalleGuillaume_i160_b0.png,0
2025-05_hsbtMarseille_or-r3_GalleGuillaume_i190_b1.png,0
2025-11_hsbtParis_r1_PhilippeLevasseur_i3_b1.png,2
2025-10_cdfAngers_r1_EricBenichou_i69_b0.png,0
2025-10_vbc_r1_JamesMcNaughtan_i145_b1.png,4
2026-05_hsbtMarseille_main-r5_TristanRemille_i64_b0.png,0
2025-05_hsbtMarseille_main-r2_MauduitEric_i187_b1.png,6
2026-05_hsbtMarseille_main-r5_TristanRemille_i11_b1.png,0
2025-10_vbc_r1_JamesMcNaughtan_i179_b0.png,6
2025-11_hsbtParis_r2_StephaneCheneviere_i173_b0.png,0
2025-05_hsbtMarseille_main-r1_PavicevicNina_i155_b0.png,0
2026-05_hsbtMarseille_main-r5_TristanRemille_i42_b1.png,0
2025-10_vbc_r1_JamesMcNaughtan_i199_b1.png,0
2025-11_hsbtParis_r5_NicolasPaoli_i29_b0.png,0
hsbtMars2025-main-r1_i45_b0.png,4
2025-11_hsbtParis_r5_NicolasPaoli_i88_b0.png,5
2026-05_hsbtMarseille_main-r5_TristanRemille_i2_b0.png,0
2025-10_cdfAngers_r1_EricBenichou_i113_b0.png,3
2025-05_hsbtMarseille_or-r1_HanotinDenis_i132_b0.png,0
2025-11_hsbtParis_r3_MarieAnneJeannel_i47_b1.png,3
2025-11_hsbtParis_r2_StephaneCheneviere_i27_b0.png,0
2025-10_vbc_r1_JamesMcNaughtan_i84_b0.png,0
2025-11_hsbtParis_r3_MarieAnneJeannel_i129_b1.png,2
2025-11_hsbtParis_r3_FredericPicot_i146_b0.png,0
2026-05_hsbtMarseille_main-r4_MichelHileyan_i18_b1.png,0
2025-11_hsbtParis_r1_PhilippeLevasseur_i78_b0.png,0
2025-11_hsbtParis_r3_FredericPicot_i208_b1.png,6
2025-05_hsbtMarseille_or-r2_BaudryThierry_i119_b0.png,0
2025-11_hsbtParis_r5_NicolasPaoli_i72_b0.png,3
hsbtMars2025-main-r1_i143_b1.png,6
2025-11_hsbtParis_r3_MarieAnneJeannel_i254_b0.png,0
2025-05_hsbtMarseille_main-r1_PavicevicNina_i160_b1.png,2
hsbtMars2025-main-r1_i135_b0.png,0
2025-11_hsbtParis_r3_MarieAnneJeannel_i298_b0.png,5
2025-11_hsbtParis_r3_MarieAnneJeannel_i254_b1.png,0
2025-05_hsbtMarseille_or-r2_BaudryThierry_i39_b1.png,0
2025-11_hsbtParis_r4_NicolasJully_i111_b1.png,5
2025-10_cdfAngers_r1_EricBenichou_i88_b0.png,0
2026-05_hsbtMarseille_main-r4_MichelHileyan_i108_b1.png,0
2025-11_hsbtParis_r2_StephaneCheneviere_i16_b0.png,3
2026-05_hsbtMarseille_main-r4_MichelHileyan_i86_b0.png,0
2025-05_hsbtMarseille_main-r2_MauduitEric_i43_b1.png,0
2025-05_hsbtMarseille_or-r2_BaudryThierry_i137_b0.png,0
2025-05_hsbtMarseille_or-r2_BaudryThierry_i121_b1.png,0
2025-05_hsbtMarseille_or-r3_GalleGuillaume_i94_b1.png,6
2025-11_hsbtParis_r5_NicolasPaoli_i56_b1.png,0
2025-11_hsbtParis_r4_NicolasJully_i21_b1.png,4
2025-10_cdfAngers_r1_EricBenichou_i4_b0.png,0
2025-05_hsbtMarseille_or-r2_BaudryThierry_i39_b0.png,6
2025-11_hsbtParis_r3_FredericPicot_i63_b1.png,6
2025-11_hsbtParis_r2_StephaneCheneviere_i147_b0.png,0
2025-11_hsbtParis_r1_PhilippeLevasseur_i10_b0.png,6
2025-10_vbc_r1_JamesMcNaughtan_i100_b1.png,6
2025-05_hsbtMarseille_main-r2_MauduitEric_i185_b0.png,4
2025-05_hsbtMarseille_main-r2_MauduitEric_i142_b1.png,0
2025-05_hsbtMarseille_main-r1_PavicevicNina_i175_b0.png,0
2025-10_vbc_r1_JamesMcNaughtan_i114_b0.png,5
2025-05_hsbtMarseille_or-r2_BaudryThierry_i2_b1.png,0
2025-11_hsbtParis_r3_FredericPicot_i107_b0.png,0
2025-05_hsbtMarseille_or-r1_HanotinDenis_i131_b0.png,0
2026-05_hsbtMarseille_main-r5_TristanRemille_i52_b0.png,0
2025-05_hsbtMarseille_or-r1_HanotinDenis_i124_b1.png,0
2025-05_hsbtMarseille_or-r1_HanotinDenis_i86_b0.png,0
2025-10_vbc_r1_JamesMcNaughtan_i400_b0.png,0
hsbtMars2025-main-r1_i183_b1.png,2
2026-05_hsbtMarseille_main-r5_TristanRemille_i51_b0.png,0
2025-05_hsbtMarseille_main-r2_MauduitEric_i152_b0.png,5
2026-05_hsbtMarseille_main-r4_MichelHileyan_i79_b1.png,0
2025-05_hsbtMarseille_main-r1_PavicevicNina_i93_b1.png,0
2025-11_hsbtParis_r5_NicolasPaoli_i11_b0.png,6
